Related article title	Journal	DOI	Data Descriptor title	Data Descriptor DOI	Data Descriptor year	Data Descriptor month
Establishing Research Strategies, Methodologies and Technologies to Link Genomics and Proteomics to Seagrass Productivity, Community Metabolism, and Ecosystem Carbon Fluxes	Frontiers in Plant Science	10.3389/fpls.2013.00038	Transcriptome characterisation and simple sequence repeat marker discovery in the seagrass Posidonia oceanica	10.1038/sdata.2016.115	2016	12
Patterns of Brain Activity Supporting Autobiographical Memory, Prospection, and Theory of Mind, and Their Relationship to the Default Mode Network	Journal of Cognitive Neuroscience	10.1162/jocn.2009.21282	Multi-echo fMRI replication sample of autobiographical memory, prospection and theory of mind reasoning tasks	10.1038/sdata.2016.116	2016	12
Subgenome parallel selection is associated with morphotype diversification and convergent crop domestication in Brassica rapa and Brassica oleracea	Nature Genetics	10.1038/ng.3634	Genome resequencing and comparative variome analysis in a Brassica rapa and Brassica oleracea collection	10.1038/sdata.2016.119	2016	12
Accelerated materials property predictions and design using motif-based fingerprints	Physical Review B	10.1103/PhysRevB.92.014106	A polymer dataset for accelerated property prediction and design	10.1038/sdata.2016.12	2016	3
Machine Learning Strategy for Accelerated Design of Polymer Dielectrics	Scientific Reports	10.1038/srep20952	A polymer dataset for accelerated property prediction and design	10.1038/sdata.2016.12	2016	3
Event-related potential datasets based on a three-stimulus paradigm	GigaScience	10.1186/2047-217X-3-35	Event-related potential data from a guess the number brain-computer interface experiment on school children	10.1038/sdata.2016.121	2017	3
On a Training-Less Solution for Non-Intrusive Appliance Load Monitoring Using Graph Signal Processing	IEEE Access	10.1109/ACCESS.2016.2557460	An electrical load measurements dataset of United Kingdom households from a two-year longitudinal study	10.1038/sdata.2016.122	2017	1
Temporal Self-Regulation of Energy Demand	IEEE Transactions on Industrial Informatics	10.1109/TII.2016.2554519	An electrical load measurements dataset of United Kingdom households from a two-year longitudinal study	10.1038/sdata.2016.122	2017	1
Understanding usage patterns of electric kettle and energy saving potential	Applied Energy	10.1016/j.apenergy.2016.03.038	An electrical load measurements dataset of United Kingdom households from a two-year longitudinal study	10.1038/sdata.2016.122	2017	1
Measuring the energy intensity of domestic activities from smart meter data	Applied Energy	10.1016/j.apenergy.2016.09.087	An electrical load measurements dataset of United Kingdom households from a two-year longitudinal study	10.1038/sdata.2016.122	2017	1
Far from Naturalness: How Much Does Spatial Ecological Structure of European Tree Assemblages Depart from Potential Natural Vegetation?	PLOS ONE	10.1371/journal.pone.0165178	EU-Forest, a high-resolution tree occurrence dataset for Europe	10.1038/sdata.2016.123	2017	1
Deuterium excess in marine water vapor: Dependency on relative humidity and surface wind speed during evaporation	Journal of Geophysical Research: Atmospheres	10.1002/2013JD020535	Stable isotopes in the atmospheric marine boundary layer water vapour over the Atlantic Ocean, 2012–2015	10.1038/sdata.2016.128	2017	1
Importance of boundary layer mixing for the isotopic composition of surface vapor over the subtropical North Atlantic Ocean	Journal of Geophysical Research: Atmospheres	10.1002/2014JD021947	Stable isotopes in the atmospheric marine boundary layer water vapour over the Atlantic Ocean, 2012–2015	10.1038/sdata.2016.128	2017	1
Differential metal-specific tolerance and accumulation patterns among Thlaspi caerulescens populations originating from different soil types	New Phytologist	10.1046/j.1469-8137.2003.00819.x	De novo transcriptome assemblies of four accessions of the metal hyperaccumulator plant Noccaea caerulescens	10.1038/sdata.2016.131	2017	1
A comprehensive set of transcript sequences of the heavy metal hyperaccumulator Noccaea caerulescens	Frontiers in Plant Science	10.3389/fpls.2014.00261	De novo transcriptome assemblies of four accessions of the metal hyperaccumulator plant Noccaea caerulescens	10.1038/sdata.2016.131	2017	1
The heavy metal hyperaccumulator Thlaspi caerulescens expresses many species-specific genes, as identified by comparative expressed sequence tag analysis	New Phytologist	10.1111/j.1469-8137.2006.01714.x	De novo transcriptome assemblies of four accessions of the metal hyperaccumulator plant Noccaea caerulescens	10.1038/sdata.2016.131	2017	1
Evolution of the immune system influences speciation rates in teleost fishes	Nature Genetics	10.1038/ng.3645	Whole genome sequencing data and de novo draft assemblies for 66 teleost species	10.1038/sdata.2016.132	2017	1
Benchmarking density functional perturbation theory to enable high-throughput screening of materials for dielectric constant and refractive index	Physical Review B	10.1103/PhysRevB.93.115151	High-throughput screening of inorganic compounds for the discovery of novel dielectric and optical materials	10.1038/sdata.2016.134	2017	1
The dominant Anopheles vectors of human malaria in the Asia-Pacific region: occurrence data, distribution maps and bionomic précis	Parasites & Vectors	10.1186/1756-3305-4-89	A global bionomic database for the dominant vectors of human malaria	10.1038/sdata.2016.14	2016	3
The dominant Anopheles vectors of human malaria in the Americas: occurrence data, distribution maps and bionomic précis	Parasites & Vectors	10.1186/1756-3305-3-72	A global bionomic database for the dominant vectors of human malaria	10.1038/sdata.2016.14	2016	3
The dominant Anopheles vectors of human malaria in Africa, Europe and the Middle East: occurrence data, distribution maps and bionomic précis	Parasites & Vectors	10.1186/1756-3305-3-117	A global bionomic database for the dominant vectors of human malaria	10.1038/sdata.2016.14	2016	3
Genome-wide DNA methylation map of human neutrophils reveals widespread inter-individual epigenetic variation	Scientific Reports	10.1038/srep17328	Genome-scale DNA methylome and transcriptome profiling of human neutrophils	10.1038/sdata.2016.19	2016	3
5-hydroxymethylcytosine: a potential therapeutic target in cancer	Epigenomics	10.2217/epi.14.39	Genome-scale DNA methylome and transcriptome profiling of human neutrophils	10.1038/sdata.2016.19	2016	3
Comparison of alignment software for genome-wide bisulphite sequence data	Nucleic Acids Research	10.1093/nar/gks150	Genome-scale DNA methylome and transcriptome profiling of human neutrophils	10.1038/sdata.2016.19	2016	3
DMAP: differential methylation analysis package for RRBS and WGBS data	Bioinformatics	10.1093/bioinformatics/btu126	Genome-scale DNA methylome and transcriptome profiling of human neutrophils	10.1038/sdata.2016.19	2016	3
Forest leaf area density profiles from the quantitative fusion of radar and hyperspectral data	Journal of Geophysical Research: Atmospheres	10.1029/2001JD000646	Plant traits, productivity, biomass and soil properties from forest sites in the Pacific Northwest, 1999–2014	10.1038/sdata.2016.2	2016	1
Climatic versus biotic constraints on carbon and water fluxes in seasonally drought-affected ponderosa pine ecosystems	Global Biogeochemical Cycles	10.1029/2004GB002234	Plant traits, productivity, biomass and soil properties from forest sites in the Pacific Northwest, 1999–2014	10.1038/sdata.2016.2	2016	1
Water limitations on forest carbon cycling and conifer traits along a steep climatic gradient in the Cascade Mountains, Oregon	Biogeosciences	10.5194/bg-12-6617-2015	Plant traits, productivity, biomass and soil properties from forest sites in the Pacific Northwest, 1999–2014	10.1038/sdata.2016.2	2016	1
Evaluation and improvement of the Community Land Model (CLM4) in Oregon forests	Biogeosciences	10.5194/bg-10-453-2013	Plant traits, productivity, biomass and soil properties from forest sites in the Pacific Northwest, 1999–2014	10.1038/sdata.2016.2	2016	1
Regional carbon dioxide implications of forest bioenergy production	Nature Climate Change	10.1038/nclimate1264	Plant traits, productivity, biomass and soil properties from forest sites in the Pacific Northwest, 1999–2014	10.1038/sdata.2016.2	2016	1
Economic Impact of Climate Change on Crop Production in Ethiopia: Evidence from Cross-section Measures	Journal of African Economies	10.1093/jae/ejp002	An agricultural survey for more than 9,500 African households	10.1038/sdata.2016.20	2016	5
Perception of and adaptation to climate change by farmers in the Nile basin of Ethiopia	The Journal of Agricultural Science	10.1017/S0021859610000687	An agricultural survey for more than 9,500 African households	10.1038/sdata.2016.20	2016	5
Modelling farmers' adaptation strategies for climate change and variability: The case of the Limpopo Basin, South Africa	Agrekon	10.1080/03031853.2010.491294	An agricultural survey for more than 9,500 African households	10.1038/sdata.2016.20	2016	5
Vulnerability of the South African farming sector to climate change and variability: An indicator approach	Natural Resources Forum	10.1111/j.1477-8947.2010.01302.x	An agricultural survey for more than 9,500 African households	10.1038/sdata.2016.20	2016	5
Implications of Climate Change for Agricultural Sector Performance in Africa: Policy Challenges and Research Agenda	Journal of African Economies	10.1093/jae/ejp026	An agricultural survey for more than 9,500 African households	10.1038/sdata.2016.20	2016	5
Will African Agriculture Survive Climate Change?	The World Bank Economic Review	10.1093/wber/lhl004	An agricultural survey for more than 9,500 African households	10.1038/sdata.2016.20	2016	5
MEASURING THE ECONOMIC IMPACT OF CLIMATE CHANGE ON AFRICAN AGRICULTURAL PRODUCTION SYSTEMS	Climate Change Economics	10.1142/S2010007810000066	An agricultural survey for more than 9,500 African households	10.1038/sdata.2016.20	2016	5
A Ricardian Analysis of the Distribution of Climate Change Impacts on Agriculture across Agro-Ecological Zones in Africa	Environmental and Resource Economics	10.1007/s10640-009-9270-z	An agricultural survey for more than 9,500 African households	10.1038/sdata.2016.20	2016	5
Crystal structure of rhodopsin bound to arrestin by femtosecond X-ray laser	Nature	10.1038/nature14656	X-ray laser diffraction for structure determination of the rhodopsin-arrestin complex	10.1038/sdata.2016.21	2016	4
First Genome-Wide Association Study in an Australian Aboriginal Population Provides Insights into Genetic Risk Factors for Body Mass Index and Type 2 Diabetes	PLOS ONE	10.1371/journal.pone.0119333	Reference genotype and exome data from an Australian Aboriginal population for health-based research	10.1038/sdata.2016.23	2016	4
Assessment and integration of conventional, RTK-GPS and image-derived beach survey methods for daily to decadal coastal monitoring	Coastal Engineering	10.1016/j.coastaleng.2010.09.006	A multi-decade dataset of monthly beach profile surveys and inshore wave forcing at Narrabeen, Australia	10.1038/sdata.2016.24	2016	4
A third-generation wave model for coastal regions: 1. Model description and validation	Journal of Geophysical Research: Oceans	10.1029/98JC02622	A multi-decade dataset of monthly beach profile surveys and inshore wave forcing at Narrabeen, Australia	10.1038/sdata.2016.24	2016	4
Classical tidal harmonic analysis including error estimates in MATLAB using T_TIDE	Computers & Geosciences	10.1016/S0098-3004(02)00013-4	A multi-decade dataset of monthly beach profile surveys and inshore wave forcing at Narrabeen, Australia	10.1038/sdata.2016.24	2016	4
Australian sea levels—Trends, regional variability and influencing factors	Earth-Science Reviews	10.1016/j.earscirev.2014.05.011	A multi-decade dataset of monthly beach profile surveys and inshore wave forcing at Narrabeen, Australia	10.1038/sdata.2016.24	2016	4
Integrating human sequence data sets provides a resource of benchmark SNP and indel genotype calls	Nature Biotechnology	10.1038/nbt.2835	Extensive sequencing of seven human genomes to characterize benchmark reference materials	10.1038/sdata.2016.25	2016	6
svclassify: a method to establish benchmark structural variant calls	BMC Genomics	10.1186/s12864-016-2366-2	Extensive sequencing of seven human genomes to characterize benchmark reference materials	10.1038/sdata.2016.25	2016	6
Evaluation of a pre-surgical functional MRI workflow: From data acquisition to reporting	International Journal of Medical Informatics	10.1016/j.ijmedinf.2015.11.014	A structural and functional magnetic resonance imaging dataset of brain tumour patients	10.1038/sdata.2016.3	2016	2
Understanding the Unique Electronic Properties of Nano Structures Using Photoemission Theory	Scientific Reports	10.1038/srep17834	Modeling angle-resolved photoemission of graphene and black phosphorus nano structures	10.1038/sdata.2016.31	2016	5
Aerial Photographs Reveal Late-20th-Century Dynamic Ice Loss in Northwestern Greenland	Science	10.1126/science.1220614	Digital elevation model and orthophotographs of Greenland based on aerial photographs from 1978–1987	10.1038/sdata.2016.32	2016	5
Recurring dynamically induced thinning during 1985 to 2010 on Upernavik Isstrøm, West Greenland	Journal of Geophysical Research: Earth Surface	10.1029/2012JF002481	Digital elevation model and orthophotographs of Greenland based on aerial photographs from 1978–1987	10.1038/sdata.2016.32	2016	5
Sustained mass loss of the northeast Greenland ice sheet triggered by regional warming	Nature Climate Change	10.1038/nclimate2161	Digital elevation model and orthophotographs of Greenland based on aerial photographs from 1978–1987	10.1038/sdata.2016.32	2016	5
An aerial view of 80 years of climate-related glacier fluctuations in southeast Greenland	Nature Geoscience	10.1038/ngeo1481	Digital elevation model and orthophotographs of Greenland based on aerial photographs from 1978–1987	10.1038/sdata.2016.32	2016	5
Glacier dynamics at Helheim and Kangerdlugssuaq glaciers, southeast Greenland, since the Little Ice Age	The Cryosphere	10.5194/tc-8-1497-2014	Digital elevation model and orthophotographs of Greenland based on aerial photographs from 1978–1987	10.1038/sdata.2016.32	2016	5
Terminus-driven retreat of a major southwest Greenland tidewater glacier during the early 19th century: insights from glacier reconstructions and numerical modelling	Journal of Glaciology	10.3189/2014JoG13J163	Digital elevation model and orthophotographs of Greenland based on aerial photographs from 1978–1987	10.1038/sdata.2016.32	2016	5
Spatial and temporal distribution of mass loss from the Greenland Ice Sheet since AD 1900	Nature	10.1038/nature16183	Digital elevation model and orthophotographs of Greenland based on aerial photographs from 1978–1987	10.1038/sdata.2016.32	2016	5
Sensors and the city: a review of urban meteorological networks	International Journal of Climatology	10.1002/joc.3678	The Birmingham Urban Climate Laboratory—A high density, urban meteorological dataset, from 2012–2014	10.1038/sdata.2016.38	2016	6
The Birmingham Urban Climate Laboratory: An Open Meteorological Test Bed and Challenges of the Smart City	Bulletin of the American Meteorological Society	10.1175/BAMS-D-13-00193.1	The Birmingham Urban Climate Laboratory—A high density, urban meteorological dataset, from 2012–2014	10.1038/sdata.2016.38	2016	6
Toward a Standardized Metadata Protocol for Urban Meteorological Networks	Bulletin of the American Meteorological Society	10.1175/BAMS-D-12-00096.1	The Birmingham Urban Climate Laboratory—A high density, urban meteorological dataset, from 2012–2014	10.1038/sdata.2016.38	2016	6
A Low-Cost Wireless Temperature Sensor: Evaluation for Use in Environmental Monitoring Applications	Journal of Atmospheric and Oceanic Technology	10.1175/JTECH-D-13-00217.1	The Birmingham Urban Climate Laboratory—A high density, urban meteorological dataset, from 2012–2014	10.1038/sdata.2016.38	2016	6
China’s lakes at present: Number, area and spatial distribution	Science China Earth Sciences	10.1007/s11430-010-4052-6	A lake data set for the Tibetan Plateau from the 1960s, 2005, and 2014	10.1038/sdata.2016.39	2016	6
Methyl-CpG-binding domain sequencing reveals a prognostic methylation signature in neuroblastoma	Oncotarget	10.18632/oncotarget.6477	DNA methylation profiling of primary neuroblastoma tumors using methyl-CpG-binding domain sequencing	10.1038/sdata.2016.4	2016	2
	Nature	10.1038/35069145	X-ray computed tomography datasets for forensic analysis of vertebrate fossils	10.1038/sdata.2016.40	2016	6
A Chinese triconodont mammal and mosaic evolution of the mammalian skeleton	Nature	10.1038/18665	X-ray computed tomography datasets for forensic analysis of vertebrate fossils	10.1038/sdata.2016.40	2016	6
Controlled Synthesis of Uniform Cobalt Phosphide Hyperbranched Nanocrystals Using Tri-n-octylphosphine Oxide as a Phosphorus Source	Nano Letters	10.1021/nl103400a	Nanomaterial datasets to advance tomography in scanning transmission electron microscopy	10.1038/sdata.2016.41	2016	6
Three-dimensional imaging of dislocations in a nanoparticle at atomic resolution	Nature	10.1038/nature12009	Nanomaterial datasets to advance tomography in scanning transmission electron microscopy	10.1038/sdata.2016.41	2016	6
Three-dimensional coordinates of individual atoms in materials revealed by electron tomography	Nature Materials	10.1038/nmat4426	Nanomaterial datasets to advance tomography in scanning transmission electron microscopy	10.1038/sdata.2016.41	2016	6
Breaking the Crowther limit: Combining depth-sectioning and tilt tomography for high-resolution, wide-field 3D reconstructions	Ultramicroscopy	10.1016/j.ultramic.2014.01.013	Nanomaterial datasets to advance tomography in scanning transmission electron microscopy	10.1038/sdata.2016.41	2016	6
Tuning Oxygen Reduction Reaction Activity via Controllable Dealloying: A Model Study of Ordered Cu3Pt/C Intermetallic Nanocatalysts	Nano Letters	10.1021/nl302404g	Nanomaterial datasets to advance tomography in scanning transmission electron microscopy	10.1038/sdata.2016.41	2016	6
Two millennia of climate variability in the Central Mediterranean	Climate of the Past	10.5194/cp-5-171-2009	A foraminiferal δ18O record covering the last 2,200 years	10.1038/sdata.2016.42	2016	6
Marine Sediments Remotely Unveil Long-Term Climatic Variability Over Northern Italy	Scientific Reports	10.1038/srep12111	A foraminiferal δ18O record covering the last 2,200 years	10.1038/sdata.2016.42	2016	6
New evidence links changing shelf phytoplankton communities to boundary currents in southeast Tasmania	Reviews in Fish Biology and Fisheries	10.1007/s11160-013-9312-z	A database of marine phytoplankton abundance, biomass and species composition in Australian waters	10.1038/sdata.2016.43	2016	6
Interactions between seasonality and oceanic forcing drive the phytoplankton variability in the tropical-temperate transition zone (~30°S) of Eastern Australia	Journal of Marine Systems	10.1016/j.jmarsys.2014.11.008	A database of marine phytoplankton abundance, biomass and species composition in Australian waters	10.1038/sdata.2016.43	2016	6
Phytoplankton composition under contrasting oceanographic conditions: Upwelling and downwelling (Eastern Australia)	Continental Shelf Research	10.1016/j.csr.2013.11.024	A database of marine phytoplankton abundance, biomass and species composition in Australian waters	10.1038/sdata.2016.43	2016	6
OCEAN CLIMATE CHANGE, PHYTOPLANKTON COMMUNITY RESPONSES, AND HARMFUL ALGAL BLOOMS: A FORMIDABLE PREDICTIVE CHALLENGE	Journal of Phycology	10.1111/j.1529-8817.2010.00815.x	A database of marine phytoplankton abundance, biomass and species composition in Australian waters	10.1038/sdata.2016.43	2016	6
Effects of climate-driven primary production change on marine food webs: implications for fisheries and conservation	Global Change Biology	10.1111/j.1365-2486.2009.02046.x	A database of marine phytoplankton abundance, biomass and species composition in Australian waters	10.1038/sdata.2016.43	2016	6
A geographical and multi-criteria vulnerability assessment of transportation networks against extreme earthquakes	Reliability Engineering & System Safety	10.1016/j.ress.2016.04.007	A protocol to convert spatial polyline data to network formats and applications to world urban road networks	10.1038/sdata.2016.46	2016	6
An Overview of CMIP5 and the Experiment Design	Bulletin of the American Meteorological Society	10.1175/BAMS-D-11-00094.1	Downscaled and debiased climate simulations for North America from 21,000 years ago to 2100AD	10.1038/sdata.2016.48	2016	7
Transient Simulation of Last Deglaciation with a New Mechanism for Bolling-Allerod Warming	Science	10.1126/science.1171041	Downscaled and debiased climate simulations for North America from 21,000 years ago to 2100AD	10.1038/sdata.2016.48	2016	7
Northern Hemisphere forcing of Southern Hemisphere climate during the last deglaciation	Nature	10.1038/nature11822	Downscaled and debiased climate simulations for North America from 21,000 years ago to 2100AD	10.1038/sdata.2016.48	2016	7
Simulation of the Last 21 000 Years Using Accelerated Transient Boundary Conditions*	Journal of Climate	10.1175/JCLI4237.1	Downscaled and debiased climate simulations for North America from 21,000 years ago to 2100AD	10.1038/sdata.2016.48	2016	7
Novel, Potentially Zoonotic Paramyxoviruses from the African Straw-Colored Fruit Bat Eidolon helvum	Journal of Virology	10.1128/JVI.01202-12	Bat trait, genetic and pathogen data from large-scale investigations of African fruit bats, Eidolon helvum	10.1038/sdata.2016.49	2016	8
Demography of straw-colored fruit bats in Ghana	Journal of Mammalogy	10.1644/11-MAMM-A-270.1	Bat trait, genetic and pathogen data from large-scale investigations of African fruit bats, Eidolon helvum	10.1038/sdata.2016.49	2016	8
Antibodies against Lagos Bat Virus in Megachiroptera from West Africa	Emerging Infectious Diseases	10.3201/eid1406.071421	Bat trait, genetic and pathogen data from large-scale investigations of African fruit bats, Eidolon helvum	10.1038/sdata.2016.49	2016	8
Evidence of Henipavirus Infection in West African Fruit Bats	PLoS ONE	10.1371/journal.pone.0002739	Bat trait, genetic and pathogen data from large-scale investigations of African fruit bats, Eidolon helvum	10.1038/sdata.2016.49	2016	8
Continent-wide panmixia of an African fruit bat facilitates transmission of potentially zoonotic viruses	Nature Communications	10.1038/ncomms3770	Bat trait, genetic and pathogen data from large-scale investigations of African fruit bats, Eidolon helvum	10.1038/sdata.2016.49	2016	8
Henipavirus Neutralising Antibodies in an Isolated Island Population of African Fruit Bats	PLoS ONE	10.1371/journal.pone.0030346	Bat trait, genetic and pathogen data from large-scale investigations of African fruit bats, Eidolon helvum	10.1038/sdata.2016.49	2016	8
Endemic Lagos bat virus infection in Eidolon helvum	Epidemiology and Infection	10.1017/S0950268812000167	Bat trait, genetic and pathogen data from large-scale investigations of African fruit bats, Eidolon helvum	10.1038/sdata.2016.49	2016	8
Long-Term Survival of an Urban Fruit Bat Seropositive for Ebola and Lagos Bat Viruses	PLoS ONE	10.1371/journal.pone.0011978	Bat trait, genetic and pathogen data from large-scale investigations of African fruit bats, Eidolon helvum	10.1038/sdata.2016.49	2016	8
Use of cross-reactive serological assays for detecting novel pathogens in wildlife: Assessing an appropriate cutoff for henipavirus assays in African bats	Journal of Virological Methods	10.1016/j.jviromet.2013.06.030	Bat trait, genetic and pathogen data from large-scale investigations of African fruit bats, Eidolon helvum	10.1038/sdata.2016.49	2016	8
IMG: the integrated microbial genomes database and comparative analysis system	Nucleic Acids Research	10.1093/nar/gkr1044	A catalogue of 136 microbial draft genomes from Red Sea metagenomes	10.1038/sdata.2016.50	2016	7
Characterization and Comparative Analysis of the Milk Transcriptome in Two Dairy Sheep Breeds using RNA Sequencing	Scientific Reports	10.1038/srep18399	Comprehensive RNA-Seq profiling to evaluate lactating sheep mammary gland transcriptome	10.1038/sdata.2016.51	2016	7
Melanoma addiction to the long non-coding RNA SAMMSON	Nature	10.1038/nature17161	Long non-coding RNA expression profiling in the NCI60 cancer cell line panel using high-throughput RT-qPCR	10.1038/sdata.2016.52	2016	7
Evaluation of quantitative miRNA expression platforms in the microRNA quality control (miRQC) study	Nature Methods	10.1038/nmeth.3014	Long non-coding RNA expression profiling in the NCI60 cancer cell line panel using high-throughput RT-qPCR	10.1038/sdata.2016.52	2016	7
Criteria for assessing the quality of Middle Pleistocene to Holocene vertebrate fossil ages	Quaternary Geochronology	10.1016/j.quageo.2015.08.002	A comprehensive database of quality-rated fossil ages for Sahul’s Quaternary vertebrates	10.1038/sdata.2016.53	2016	7
Elemental vacancy diffusion database from high-throughput first-principles calculations for fcc and hcp structures	New Journal of Physics	10.1088/1367-2630/16/1/015018	High-throughput ab-initio dilute solute diffusion database	10.1038/sdata.2016.54	2016	7
Optimizing experimental procedures for quantitative evaluation of crop plant performance in high throughput phenotyping systems	Frontiers in Plant Science	10.3389/fpls.2014.00770	Quantitative monitoring of Arabidopsis thaliana growth and development using high-throughput plant phenotyping	10.1038/sdata.2016.55	2016	8
Association of environmental traits with the geographic ranges of ticks (Acari: Ixodidae) of medical and veterinary importance in the western Palearctic. A digital data set	Experimental and Applied Acarology	10.1007/s10493-012-9600-7	Species interactions in occurrence data for a community of tick-transmitted pathogens	10.1038/sdata.2016.56	2016	8
Serial Femtosecond Crystallography of G Protein-Coupled Receptors	Science	10.1126/science.1244142	Serial femtosecond crystallography datasets from G protein-coupled receptors	10.1038/sdata.2016.57	2016	8
Lipidic cubic phase injector facilitates membrane protein serial femtosecond crystallography	Nature Communications	10.1038/ncomms4309	Serial femtosecond crystallography datasets from G protein-coupled receptors	10.1038/sdata.2016.57	2016	8
Structural basis for bifunctional peptide recognition at human δ-opioid receptor	Nature Structural & Molecular Biology	10.1038/nsmb.2965	Serial femtosecond crystallography datasets from G protein-coupled receptors	10.1038/sdata.2016.57	2016	8
Structure of the Angiotensin Receptor Revealed by Serial Femtosecond Crystallography	Cell	10.1016/j.cell.2015.04.011	Serial femtosecond crystallography datasets from G protein-coupled receptors	10.1038/sdata.2016.57	2016	8
Imaging single cells in a beam of live cyanobacteria with an X-ray laser	Nature Communications	10.1038/ncomms6704	Open data set of live cyanobacterial cells imaged using an X-ray laser	10.1038/sdata.2016.58	2016	8
Aging in the Natural World: Comparative Data Reveal Similar Mortality Patterns Across Primates	Science	10.1126/science.1201571	Female and male life tables for seven wild primate species	10.1038/sdata.2016.6	2016	3
Reproductive aging patterns in primates reveal that humans are distinct	Proceedings of the National Academy of Sciences	10.1073/pnas.1311857110	Female and male life tables for seven wild primate species	10.1038/sdata.2016.6	2016	3
Low Demographic Variability in Wild Primate Populations: Fitness Impacts of Variation, Covariation, and Serial Correlation in Vital Rates	The American Naturalist	10.1086/657443	Female and male life tables for seven wild primate species	10.1038/sdata.2016.6	2016	3
Three-Dimensional Reconstruction of the Giant Mimivirus Particle with an X-Ray Free-Electron Laser	Physical Review Letters	10.1103/PhysRevLett.114.098102	Single-shot diffraction data from the Mimivirus particle using an X-ray free-electron laser	10.1038/sdata.2016.60	2016	8
High-throughput imaging of heterogeneous cell organelles with an X-ray laser	Nature Photonics	10.1038/nphoton.2014.270	A data set from flash X-ray imaging of carboxysomes	10.1038/sdata.2016.61	2016	8
Ground deformation patterns on Mount Etna, 1992 to 1994, inferred from GPS data	Bulletin of Volcanology	10.1007/s004450000112	Global positioning system survey data for active seismic and volcanic areas of eastern Sicily, 1994 to 2013	10.1038/sdata.2016.62	2016	8
Feeding system and magma storage beneath Mt. Etna as revealed by recent inflation/deflation cycles	Journal of Geophysical Research	10.1029/2007JB005334	Global positioning system survey data for active seismic and volcanic areas of eastern Sicily, 1994 to 2013	10.1038/sdata.2016.62	2016	8
Evidence of multiple strain fields beneath the eastern flank of Mt. Etna volcano (Sicily, Italy) deduced from seismic and geodetic data during 2003–2004	Bulletin of Volcanology	10.1007/s00445-011-0456-1	Global positioning system survey data for active seismic and volcanic areas of eastern Sicily, 1994 to 2013	10.1038/sdata.2016.62	2016	8
Seismic potential in Italy from integration and comparison of seismic and geodetic strain rates	Tectonophysics	10.1016/j.tecto.2013.07.014	Global positioning system survey data for active seismic and volcanic areas of eastern Sicily, 1994 to 2013	10.1038/sdata.2016.62	2016	8
Interaction between magma intrusion and flank dynamics at Mt. Etna in 2008, imaged by integrated dense GPS and DInSAR data	Geochemistry, Geophysics, Geosystems	10.1002/ggge.20190	Global positioning system survey data for active seismic and volcanic areas of eastern Sicily, 1994 to 2013	10.1038/sdata.2016.62	2016	8
Very shallow dyke intrusion and potential slope failure imaged by ground deformation: The 28 December 2014 eruption on Mount Etna	Geophysical Research Letters	10.1002/2015GL063462	Global positioning system survey data for active seismic and volcanic areas of eastern Sicily, 1994 to 2013	10.1038/sdata.2016.62	2016	8
Long-term stress-strain analysis of volcano flank instability: The eastern sector of Etna from 1980 to 2012	Journal of Geophysical Research: Solid Earth	10.1002/jgrb.50364	Global positioning system survey data for active seismic and volcanic areas of eastern Sicily, 1994 to 2013	10.1038/sdata.2016.62	2016	8
Transpressive strain on the Lipari–Vulcano volcanic complex and dynamics of the “La Fossa” cone (Aeolian Islands, Sicily) revealed by GPS surveys on a dense network	Tectonophysics	10.1016/j.tecto.2008.05.016	Global positioning system survey data for active seismic and volcanic areas of eastern Sicily, 1994 to 2013	10.1038/sdata.2016.62	2016	8
Geological and geodetic constraints on the active deformation along the northern margin of the Hyblean Plateau (SE Sicily)	Tectonophysics	10.1016/j.tecto.2014.11.024	Global positioning system survey data for active seismic and volcanic areas of eastern Sicily, 1994 to 2013	10.1038/sdata.2016.62	2016	8
Twenty-five years of continuous borehole tilt and vertical displacement data at Mount Etna: Insights on long-term volcanic dynamics	Geophysical Research Letters	10.1002/2015GL066517	Global positioning system survey data for active seismic and volcanic areas of eastern Sicily, 1994 to 2013	10.1038/sdata.2016.62	2016	8
No evidence for extensive horizontal gene transfer from the draft genome of a tardigrade	Proceedings of the National Academy of Sciences	10.1073/pnas.1602711113	Genome sequencing of a single tardigrade Hypsibius dujardini individual	10.1038/sdata.2016.63	2016	8
Plasmodium vivax Transmission in Africa	PLOS Neglected Tropical Diseases	10.1371/journal.pntd.0004222	Mapping internal connectivity through human migration in malaria endemic countries	10.1038/sdata.2016.66	2016	8
Sixteen years of change in the global terrestrial human footprint and implications for biodiversity conservation	Nature Communications	10.1038/ncomms12558	Global terrestrial Human Footprint maps for 1993 and 2009	10.1038/sdata.2016.67	2016	8
MicroRNA-124 and -137 cooperativity controls caspase-3 activity through BCL2L13 in hippocampal neural stem cells	Scientific Reports	10.1038/srep12448	Multi-omics profile of the mouse dentate gyrus after kainic acid-induced status epilepticus	10.1038/sdata.2016.68	2016	8
Mapping tree density at a global scale	Nature	10.1038/nature14967	Spatially-explicit models of global tree density	10.1038/sdata.2016.69	2016	8
Physical and biogeochemical spatial scales of variability in the East Australian Current separation from shelf glider measurements	Biogeosciences	10.5194/bg-13-1967-2016	Mean hydrography on the continental shelf from 26 repeat glider deployments along Southeastern Australia	10.1038/sdata.2016.70	2016	8
